starting_time,travel_time
2016-07-24 18:00:00,0.0
2016-07-24 18:20:00,120.78
2016-07-24 18:40:00,0.0
2016-07-25 06:00:00,97.42
2016-07-25 06:20:00,0.0
2016-07-25 06:40:00,113.97
2016-07-25 07:00:00,0.0
2016-07-25 07:20:00,111.28999999999999
2016-07-25 07:40:00,134.92000000000002
2016-07-25 08:00:00,98.76
2016-07-25 08:20:00,100.37
2016-07-25 08:40:00,104.52499999999999
2016-07-25 09:00:00,80.925
2016-07-25 09:20:00,141.515
2016-07-25 09:40:00,293.205
2016-07-25 10:00:00,0.0
2016-07-25 10:20:00,134.175
2016-07-25 10:40:00,0.0
2016-07-25 11:00:00,76.78
2016-07-25 11:20:00,0.0
2016-07-25 11:40:00,0.0
2016-07-25 12:00:00,120.37
2016-07-25 12:20:00,134.55
2016-07-25 12:40:00,123.105
2016-07-25 13:00:00,0.0
2016-07-25 13:20:00,85.05333333333334
2016-07-25 13:40:00,0.0
2016-07-25 14:00:00,0.0
2016-07-25 14:20:00,0.0
2016-07-25 14:40:00,238.65
2016-07-25 15:00:00,0.0
2016-07-25 15:20:00,117.62
2016-07-25 15:40:00,0.0
2016-07-25 16:00:00,0.0
2016-07-25 16:20:00,0.0
2016-07-25 16:40:00,0.0
2016-07-25 17:00:00,170.39
2016-07-25 17:20:00,0.0
2016-07-25 17:40:00,0.0
2016-07-25 18:00:00,0.0
2016-07-25 18:20:00,87.6
2016-07-25 18:40:00,68.8
2016-07-26 06:00:00,0.0
2016-07-26 06:20:00,0.0
2016-07-26 06:40:00,216.3
2016-07-26 07:00:00,0.0
2016-07-26 07:20:00,138.74
2016-07-26 07:40:00,0.0
2016-07-26 08:00:00,0.0
2016-07-26 08:20:00,0.0
2016-07-26 08:40:00,0.0
2016-07-26 09:00:00,123.18
2016-07-26 09:20:00,96.38666666666666
2016-07-26 09:40:00,132.99499999999998
2016-07-26 10:00:00,0.0
2016-07-26 10:20:00,0.0
2016-07-26 10:40:00,0.0
2016-07-26 11:00:00,0.0
2016-07-26 11:20:00,90.02
2016-07-26 11:40:00,0.0
2016-07-26 12:00:00,0.0
2016-07-26 12:20:00,57.62999999999999
2016-07-26 12:40:00,104.03
2016-07-26 13:00:00,38.68
2016-07-26 13:20:00,82.66000000000001
2016-07-26 13:40:00,88.47
2016-07-26 14:00:00,0.0
2016-07-26 14:20:00,89.25
2016-07-26 14:40:00,85.32
2016-07-26 15:00:00,0.0
2016-07-26 15:20:00,169.08
2016-07-26 15:40:00,0.0
2016-07-26 16:00:00,0.0
2016-07-26 16:20:00,105.735
2016-07-26 16:40:00,157.75
2016-07-26 17:00:00,0.0
2016-07-26 17:20:00,169.57999999999996
2016-07-26 17:40:00,82.32
2016-07-26 18:00:00,0.0
2016-07-26 18:20:00,0.0
2016-07-26 18:40:00,0.0
2016-07-27 06:00:00,101.97
2016-07-27 06:20:00,170.905
2016-07-27 06:40:00,338.18
2016-07-27 07:00:00,129.53
2016-07-27 07:20:00,0.0
2016-07-27 07:40:00,0.0
2016-07-27 08:00:00,208.84
2016-07-27 08:20:00,0.0
2016-07-27 08:40:00,149.16
2016-07-27 09:00:00,102.28
2016-07-27 09:20:00,0.0
2016-07-27 09:40:00,0.0
2016-07-27 10:00:00,105.99
2016-07-27 10:20:00,0.0
2016-07-27 10:40:00,113.19999999999999
2016-07-27 11:00:00,106.95499999999998
2016-07-27 11:20:00,0.0
2016-07-27 11:40:00,0.0
2016-07-27 12:00:00,83.06
2016-07-27 12:20:00,72.99000000000001
2016-07-27 12:40:00,59.44
2016-07-27 13:00:00,0.0
2016-07-27 13:20:00,79.09
2016-07-27 13:40:00,0.0
2016-07-27 14:00:00,106.51
2016-07-27 14:20:00,94.85
2016-07-27 14:40:00,72.715
2016-07-27 15:00:00,0.0
2016-07-27 15:20:00,138.27
2016-07-27 15:40:00,0.0
2016-07-27 16:00:00,0.0
2016-07-27 16:20:00,0.0
2016-07-27 16:40:00,115.68
2016-07-27 17:00:00,93.5
2016-07-27 17:20:00,90.7
2016-07-27 17:40:00,0.0
2016-07-27 18:00:00,0.0
2016-07-27 18:20:00,0.0
2016-07-27 18:40:00,0.0
2016-07-28 06:00:00,0.0
2016-07-28 06:20:00,199.06
2016-07-28 06:40:00,0.0
2016-07-28 07:00:00,71.36
2016-07-28 07:20:00,0.0
2016-07-28 07:40:00,74.78999999999998
2016-07-28 08:00:00,23.1
2016-07-28 08:20:00,0.0
2016-07-28 08:40:00,0.0
2016-07-28 09:00:00,0.0
2016-07-28 09:20:00,0.0
2016-07-28 09:40:00,112.05000000000001
2016-07-28 10:00:00,0.0
2016-07-28 10:20:00,25.4
2016-07-28 10:40:00,0.0
2016-07-28 11:00:00,104.17999999999999
2016-07-28 11:20:00,0.0
2016-07-28 11:40:00,0.0
2016-07-28 12:00:00,116.47
2016-07-28 12:20:00,202.32
2016-07-28 12:40:00,84.63
2016-07-28 13:00:00,0.0
2016-07-28 13:20:00,74.715
2016-07-28 13:40:00,0.0
2016-07-28 14:00:00,0.0
2016-07-28 14:20:00,22.82
2016-07-28 14:40:00,161.735
2016-07-28 15:00:00,62.35
2016-07-28 15:20:00,0.0
2016-07-28 15:40:00,0.0
2016-07-28 16:00:00,19.46
2016-07-28 16:20:00,0.0
2016-07-28 16:40:00,0.0
2016-07-28 17:00:00,130.61
2016-07-28 17:20:00,0.0
2016-07-28 17:40:00,93.09
2016-07-28 18:00:00,0.0
2016-07-28 18:20:00,0.0
2016-07-28 18:40:00,0.0
2016-07-29 06:00:00,0.0
2016-07-29 06:20:00,78.19
2016-07-29 06:40:00,130.49666666666667
2016-07-29 07:00:00,134.04
2016-07-29 07:20:00,0.0
2016-07-29 07:40:00,0.0
2016-07-29 08:00:00,200.01
2016-07-29 08:20:00,140.15
2016-07-29 08:40:00,86.625
2016-07-29 09:00:00,132.95
2016-07-29 09:20:00,49.91
2016-07-29 09:40:00,0.0
2016-07-29 10:00:00,94.49
2016-07-29 10:20:00,61.8
2016-07-29 10:40:00,0.0
2016-07-29 11:00:00,115.31
2016-07-29 11:20:00,122.11
2016-07-29 11:40:00,97.27
2016-07-29 12:00:00,113.17333333333333
2016-07-29 12:20:00,67.86
2016-07-29 12:40:00,90.96
2016-07-29 13:00:00,0.0
2016-07-29 13:20:00,0.0
2016-07-29 13:40:00,60.535
2016-07-29 14:00:00,0.0
2016-07-29 14:20:00,0.0
2016-07-29 14:40:00,55.79
2016-07-29 15:00:00,107.535
2016-07-29 15:20:00,0.0
2016-07-29 15:40:00,0.0
2016-07-29 16:00:00,0.0
2016-07-29 16:20:00,83.83
2016-07-29 16:40:00,159.94
2016-07-29 17:00:00,0.0
2016-07-29 17:20:00,91.36
2016-07-29 17:40:00,0.0
2016-07-29 18:00:00,138.325
2016-07-29 18:20:00,0.0
2016-07-29 18:40:00,132.095
2016-07-30 06:00:00,94.53
2016-07-30 06:20:00,101.14
2016-07-30 06:40:00,0.0
2016-07-30 07:00:00,91.98
2016-07-30 07:20:00,153.3
2016-07-30 07:40:00,247.96
2016-07-30 08:00:00,97.57000000000001
2016-07-30 08:20:00,107.16
2016-07-30 08:40:00,0.0
2016-07-30 09:00:00,223.53
2016-07-30 09:20:00,142.3
2016-07-30 09:40:00,79.86
2016-07-30 10:00:00,0.0
2016-07-30 10:20:00,0.0
2016-07-30 10:40:00,172.825
2016-07-30 11:00:00,147.695
2016-07-30 11:20:00,106.14
2016-07-30 11:40:00,80.12
2016-07-30 12:00:00,0.0
2016-07-30 12:20:00,105.98
2016-07-30 12:40:00,0.0
2016-07-30 13:00:00,86.23
2016-07-30 13:20:00,0.0
2016-07-30 13:40:00,84.15
2016-07-30 14:00:00,131.43
2016-07-30 14:20:00,317.93
2016-07-30 14:40:00,206.8
2016-07-30 15:00:00,163.74
2016-07-30 15:20:00,0.0
2016-07-30 15:40:00,149.64
2016-07-30 16:00:00,0.0
2016-07-30 16:20:00,0.0
2016-07-30 16:40:00,0.0
2016-07-30 17:00:00,0.0
2016-07-30 17:20:00,0.0
2016-07-30 17:40:00,0.0
2016-07-30 18:00:00,0.0
2016-07-30 18:20:00,0.0
2016-07-30 18:40:00,0.0
2016-07-31 06:00:00,103.3
2016-07-31 06:20:00,0.0
2016-07-31 06:40:00,203.15
2016-07-31 07:00:00,128.92000000000002
2016-07-31 07:20:00,77.34
2016-07-31 07:40:00,101.74
2016-07-31 08:00:00,0.0
2016-07-31 08:20:00,96.5975
2016-07-31 08:40:00,80.03999999999998
2016-07-31 09:00:00,293.32
2016-07-31 09:20:00,152.385
2016-07-31 09:40:00,67.21000000000001
2016-07-31 10:00:00,0.0
2016-07-31 10:20:00,142.82
2016-07-31 10:40:00,101.06
2016-07-31 11:00:00,90.3
2016-07-31 11:20:00,102.95
2016-07-31 11:40:00,63.23
2016-07-31 12:00:00,0.0
2016-07-31 12:20:00,92.74333333333334
2016-07-31 12:40:00,80.67
2016-07-31 13:00:00,108.10000000000001
2016-07-31 13:20:00,191.53
2016-07-31 13:40:00,55.75
2016-07-31 14:00:00,61.09
2016-07-31 14:20:00,188.04
2016-07-31 14:40:00,136.715
2016-07-31 15:00:00,0.0
2016-07-31 15:20:00,218.69
2016-07-31 15:40:00,118.48
2016-07-31 16:00:00,160.48
2016-07-31 16:20:00,0.0
2016-07-31 16:40:00,161.04
2016-07-31 17:00:00,0.0
2016-07-31 17:20:00,0.0
2016-07-31 17:40:00,0.0
2016-07-31 18:00:00,122.32
2016-07-31 18:20:00,0.0
2016-07-31 18:40:00,0.0
2016-08-01 06:00:00,174.94
2016-08-01 06:20:00,65.01
2016-08-01 06:40:00,136.78333333333333
2016-08-01 07:00:00,43.55
2016-08-01 07:20:00,128.15
2016-08-01 07:40:00,0.0
2016-08-01 08:00:00,0.0
2016-08-01 08:20:00,0.0
2016-08-01 08:40:00,0.0
2016-08-01 09:00:00,0.0
2016-08-01 09:20:00,39.99
2016-08-01 09:40:00,127.53
2016-08-01 10:00:00,55.96
2016-08-01 10:20:00,273.82
2016-08-01 10:40:00,94.66
2016-08-01 11:00:00,105.52499999999999
2016-08-01 11:20:00,0.0
2016-08-01 11:40:00,0.0
2016-08-01 12:00:00,83.72
2016-08-01 12:20:00,93.85
2016-08-01 12:40:00,0.0
2016-08-01 13:00:00,52.07
2016-08-01 13:20:00,127.04
2016-08-01 13:40:00,84.69
2016-08-01 14:00:00,161.45499999999998
2016-08-01 14:20:00,72.16
2016-08-01 14:40:00,156.41500000000002
2016-08-01 15:00:00,0.0
2016-08-01 15:20:00,0.0
2016-08-01 15:40:00,0.0
2016-08-01 16:00:00,83.535
2016-08-01 16:20:00,98.84
2016-08-01 16:40:00,0.0
2016-08-01 17:00:00,117.44
2016-08-01 17:20:00,0.0
2016-08-01 17:40:00,79.125
2016-08-01 18:00:00,0.0
2016-08-01 18:20:00,93.03
2016-08-01 18:40:00,0.0
2016-08-02 06:00:00,0.0
2016-08-02 06:20:00,90.25999999999999
2016-08-02 06:40:00,102.1375
2016-08-02 07:00:00,68.64
2016-08-02 07:20:00,125.52
2016-08-02 07:40:00,30.3
2016-08-02 08:00:00,67.84
2016-08-02 08:20:00,108.21
2016-08-02 08:40:00,117.785
2016-08-02 09:00:00,100.67000000000002
2016-08-02 09:20:00,104.31
2016-08-02 09:40:00,95.01
2016-08-02 10:00:00,141.06
2016-08-02 10:20:00,0.0
2016-08-02 10:40:00,155.9
2016-08-02 11:00:00,132.65
2016-08-02 11:20:00,0.0
2016-08-02 11:40:00,86.69
2016-08-02 12:00:00,0.0
2016-08-02 12:20:00,237.54
2016-08-02 12:40:00,64.525
2016-08-02 13:00:00,0.0
2016-08-02 13:20:00,97.57
2016-08-02 13:40:00,0.0
2016-08-02 14:00:00,0.0
2016-08-02 14:20:00,68.23
2016-08-02 14:40:00,92.51
2016-08-02 15:00:00,0.0
2016-08-02 15:20:00,0.0
2016-08-02 15:40:00,124.11
2016-08-02 16:00:00,77.61
2016-08-02 16:20:00,0.0
2016-08-02 16:40:00,0.0
2016-08-02 17:00:00,109.965
2016-08-02 17:20:00,72.1
2016-08-02 17:40:00,212.92
2016-08-02 18:00:00,0.0
2016-08-02 18:20:00,0.0
2016-08-02 18:40:00,0.0
2016-08-03 06:00:00,132.94
2016-08-03 06:20:00,0.0
2016-08-03 06:40:00,101.76
2016-08-03 07:00:00,0.0
2016-08-03 07:20:00,60.485
2016-08-03 07:40:00,0.0
2016-08-03 08:00:00,0.0
2016-08-03 08:20:00,0.0
2016-08-03 08:40:00,101.25
2016-08-03 09:00:00,96.65666666666668
2016-08-03 09:20:00,108.07
2016-08-03 09:40:00,0.0
2016-08-03 10:00:00,27.93
2016-08-03 10:20:00,0.0
2016-08-03 10:40:00,0.0
2016-08-03 11:00:00,75.09
2016-08-03 11:20:00,107.75
2016-08-03 11:40:00,0.0
2016-08-03 12:00:00,132.87
2016-08-03 12:20:00,137.12
2016-08-03 12:40:00,113.31
2016-08-03 13:00:00,0.0
2016-08-03 13:20:00,120.285
2016-08-03 13:40:00,0.0
2016-08-03 14:00:00,192.45
2016-08-03 14:20:00,0.0
2016-08-03 14:40:00,0.0
2016-08-03 15:00:00,0.0
2016-08-03 15:20:00,0.0
2016-08-03 15:40:00,68.59
2016-08-03 16:00:00,152.39999999999998
2016-08-03 16:20:00,0.0
2016-08-03 16:40:00,0.0
2016-08-03 17:00:00,0.0
2016-08-03 17:20:00,113.31
2016-08-03 17:40:00,91.95
2016-08-03 18:00:00,0.0
2016-08-03 18:20:00,0.0
2016-08-03 18:40:00,0.0
2016-08-04 06:00:00,0.0
2016-08-04 06:20:00,0.0
2016-08-04 06:40:00,157.93
2016-08-04 07:00:00,58.96
2016-08-04 07:20:00,106.3
2016-08-04 07:40:00,0.0
2016-08-04 08:00:00,110.57
2016-08-04 08:20:00,0.0
2016-08-04 08:40:00,94.995
2016-08-04 09:00:00,84.925
2016-08-04 09:20:00,68.34
2016-08-04 09:40:00,84.78
2016-08-04 10:00:00,109.80000000000001
2016-08-04 10:20:00,0.0
2016-08-04 10:40:00,0.0
2016-08-04 11:00:00,0.0
2016-08-04 11:20:00,88.39999999999999
2016-08-04 11:40:00,0.0
2016-08-04 12:00:00,0.0
2016-08-04 12:20:00,0.0
2016-08-04 12:40:00,91.32
2016-08-04 13:00:00,0.0
2016-08-04 13:20:00,0.0
2016-08-04 13:40:00,24.29
2016-08-04 14:00:00,148.355
2016-08-04 14:20:00,0.0
2016-08-04 14:40:00,81.81
2016-08-04 15:00:00,62.69
2016-08-04 15:20:00,144.60333333333332
2016-08-04 15:40:00,53.71
2016-08-04 16:00:00,78.86
2016-08-04 16:20:00,67.6
2016-08-04 16:40:00,0.0
2016-08-04 17:00:00,86.03999999999998
2016-08-04 17:20:00,0.0
2016-08-04 17:40:00,0.0
2016-08-04 18:00:00,0.0
2016-08-04 18:20:00,0.0
2016-08-04 18:40:00,132.53
2016-08-05 06:00:00,36.27
2016-08-05 06:20:00,0.0
2016-08-05 06:40:00,0.0
2016-08-05 07:00:00,0.0
2016-08-05 07:20:00,0.0
2016-08-05 07:40:00,118.79500000000002
2016-08-05 08:00:00,126.9
2016-08-05 08:20:00,0.0
2016-08-05 08:40:00,97.99
2016-08-05 09:00:00,0.0
2016-08-05 09:20:00,82.39
2016-08-05 09:40:00,0.0
2016-08-05 10:00:00,137.28333333333333
2016-08-05 10:20:00,90.42
2016-08-05 10:40:00,125.81
2016-08-05 11:00:00,83.27
2016-08-05 11:20:00,147.51
2016-08-05 11:40:00,93.175
2016-08-05 12:00:00,0.0
2016-08-05 12:20:00,77.23333333333333
2016-08-05 12:40:00,0.0
2016-08-05 13:00:00,100.45
2016-08-05 13:20:00,90.23
2016-08-05 13:40:00,142.95
2016-08-05 14:00:00,102.57000000000001
2016-08-05 14:20:00,0.0
2016-08-05 14:40:00,108.4
2016-08-05 15:00:00,108.575
2016-08-05 15:20:00,26.62
2016-08-05 15:40:00,0.0
2016-08-05 16:00:00,0.0
2016-08-05 16:20:00,74.93
2016-08-05 16:40:00,152.14
2016-08-05 17:00:00,0.0
2016-08-05 17:20:00,0.0
2016-08-05 17:40:00,106.10666666666667
2016-08-05 18:00:00,0.0
2016-08-05 18:20:00,0.0
2016-08-05 18:40:00,0.0
2016-08-06 06:00:00,106.21
2016-08-06 06:20:00,0.0
2016-08-06 06:40:00,248.96000000000004
2016-08-06 07:00:00,247.04
2016-08-06 07:20:00,158.53
2016-08-06 07:40:00,117.99
2016-08-06 08:00:00,112.75
2016-08-06 08:20:00,88.575
2016-08-06 08:40:00,93.39500000000001
2016-08-06 09:00:00,191.03
2016-08-06 09:20:00,0.0
2016-08-06 09:40:00,0.0
2016-08-06 10:00:00,0.0
2016-08-06 10:20:00,0.0
2016-08-06 10:40:00,0.0
2016-08-06 11:00:00,0.0
2016-08-06 11:20:00,0.0
2016-08-06 11:40:00,121.375
2016-08-06 12:00:00,269.49
2016-08-06 12:20:00,91.77
2016-08-06 12:40:00,0.0
2016-08-06 13:00:00,0.0
2016-08-06 13:20:00,0.0
2016-08-06 13:40:00,0.0
2016-08-06 14:00:00,139.895
2016-08-06 14:20:00,0.0
2016-08-06 14:40:00,0.0
2016-08-06 15:00:00,0.0
2016-08-06 15:20:00,0.0
2016-08-06 15:40:00,109.49
2016-08-06 16:00:00,163.6
2016-08-06 16:20:00,0.0
2016-08-06 16:40:00,0.0
2016-08-06 17:00:00,203.33
2016-08-06 17:20:00,81.985
2016-08-06 17:40:00,0.0
2016-08-06 18:00:00,0.0
2016-08-06 18:20:00,0.0
2016-08-06 18:40:00,111.38
2016-08-07 06:00:00,0.0
2016-08-07 06:20:00,0.0
2016-08-07 06:40:00,187.23
2016-08-07 07:00:00,179.3
2016-08-07 07:20:00,0.0
2016-08-07 07:40:00,0.0
2016-08-07 08:00:00,105.0
2016-08-07 08:20:00,174.95
2016-08-07 08:40:00,0.0
2016-08-07 09:00:00,151.6
2016-08-07 09:20:00,108.1
2016-08-07 09:40:00,60.285000000000004
2016-08-07 10:00:00,0.0
2016-08-07 10:20:00,214.64
2016-08-07 10:40:00,74.47
2016-08-07 11:00:00,96.68
2016-08-07 11:20:00,0.0
2016-08-07 11:40:00,131.97
2016-08-07 12:00:00,104.695
2016-08-07 12:20:00,69.17
2016-08-07 12:40:00,61.56
2016-08-07 13:00:00,57.67
2016-08-07 13:20:00,226.19
2016-08-07 13:40:00,0.0
2016-08-07 14:00:00,0.0
2016-08-07 14:20:00,68.91
2016-08-07 14:40:00,0.0
2016-08-07 15:00:00,0.0
2016-08-07 15:20:00,0.0
2016-08-07 15:40:00,0.0
2016-08-07 16:00:00,0.0
2016-08-07 16:20:00,0.0
2016-08-07 16:40:00,0.0
2016-08-07 17:00:00,119.69
2016-08-07 17:20:00,0.0
2016-08-07 17:40:00,0.0
2016-08-07 18:00:00,0.0
2016-08-07 18:20:00,133.65
2016-08-07 18:40:00,74.59
2016-08-08 06:00:00,0.0
2016-08-08 06:20:00,0.0
2016-08-08 06:40:00,126.215
2016-08-08 07:00:00,0.0
2016-08-08 07:20:00,0.0
2016-08-08 07:40:00,145.26666666666665
2016-08-08 08:00:00,114.995
2016-08-08 08:20:00,55.68
2016-08-08 08:40:00,120.75999999999999
2016-08-08 09:00:00,115.93333333333334
2016-08-08 09:20:00,53.89
2016-08-08 09:40:00,106.84
2016-08-08 10:00:00,151.47
2016-08-08 10:20:00,0.0
2016-08-08 10:40:00,124.21
2016-08-08 11:00:00,0.0
2016-08-08 11:20:00,107.57
2016-08-08 11:40:00,50.66
2016-08-08 12:00:00,72.30333333333334
2016-08-08 12:20:00,133.405
2016-08-08 12:40:00,186.08
2016-08-08 13:00:00,0.0
2016-08-08 13:20:00,59.04
